"shot_id","shot_made_flag"
1,0.241997718811035
8,0.147454142570496
17,0.366798877716064
20,0.600971132516861
33,0.23645693063736
34,0.366482496261597
35,0.297294855117798
36,0.278624773025513
37,0.559393793344498
38,0.207698047161102
45,0.204104363918304
50,0.358564376831055
55,0.22790390253067
60,0.271476149559021
66,0.216798603534698
67,0.338306128978729
71,0.437196373939514
80,0.144806027412415
85,0.248948872089386
86,0.6406529545784
95,0.617466062307358
104,0.379261195659637
113,0.395076870918274
123,0.333762288093567
126,0.96064380928874
133,0.40982586145401
141,0.238924026489258
144,0.516978740692139
150,0.495802879333496
152,0.254114806652069
153,0.517598450183868
156,0.15242338180542
159,0.895329833030701
165,0.4758260846138
172,0.399491667747498
182,0.822421163320541
192,0.432522714138031
193,0.683126419782639
196,0.26870459318161
202,0.317960917949677
210,0.239940583705902
211,0.573387056589127
228,0.899847015738487
257,0.469135940074921
260,0.454065501689911
264,0.51215124130249
267,0.682453334331512
279,0.959075480699539
282,0.640827655792236
293,0.471679747104645
299,0.939911805093288
300,0.673687130212784
301,0.861187294125557
317,0.362927734851837
327,0.518901854753494
328,0.232871890068054
335,0.464130043983459
346,0.854829207062721
348,0.193527698516846
365,0.363161444664001
390,0.60861799120903
391,0.567626684904099
392,0.928244166076183
397,0.44490110874176
418,0.362271785736084
428,0.18877387046814
434,0.638341188430786
439,0.534504324197769
440,0.48765903711319
456,0.49625152349472
459,0.328476369380951
472,0.517497569322586
480,0.423473417758942
491,0.537160843610764
497,0.499355971813202
509,0.462982773780823
511,0.637415707111359
523,0.212182402610779
533,0.568590968847275
544,0.49382084608078
546,0.40350753068924
555,0.736598879098892
558,0.315274775028229
560,0.324106812477112
573,0.206395745277405
591,0.528608322143555
596,0.32946115732193
597,0.442591547966003
601,0.855840548872948
605,0.590048909187317
617,0.308243274688721
628,0.483298242092133
634,0.434735178947449
646,0.404179692268372
649,0.472559034824371
651,0.751985803246498
654,0.880753539502621
656,0.537928342819214
657,0.473126709461212
669,0.442642748355865
670,0.948054306209087
693,0.89670167863369
694,0.450796544551849
699,0.366338849067688
711,0.403445899486542
718,0.352853953838348
722,0.278219282627106
723,0.29852557182312
725,0.732010334730148
734,0.252305507659912
735,0.625170022249222
737,0.796254798769951
746,0.319537401199341
747,0.814746156334877
766,0.420663595199585
767,0.26841938495636
771,0.154134094715118
773,0.189689099788666
774,0.426456928253174
783,0.250882625579834
784,0.417613804340363
789,0.22434276342392
792,0.448737323284149
804,0.367530524730682
809,0.466544926166534
812,0.444101870059967
813,0.521485179662704
817,0.32418155670166
820,0.209807097911835
825,0.50241219997406
826,0.3951575756073
829,0.266875386238098
855,0.50457438826561
859,0.605649322271347
862,0.442280054092407
870,0.234092056751251
876,0.278891265392303
880,0.278413653373718
886,0.977091884240508
889,0.945908524096012
891,0.418225586414337
897,0.980619870126247
902,0.226533174514771
903,0.358158648014069
908,0.250705718994141
909,0.412565648555756
920,0.251793682575226
922,0.458496510982513
924,0.561906546354294
932,0.380391895771027
934,0.291385769844055
937,0.419224619865417
941,0.210491478443146
943,0.234059274196625
950,0.411536753177643
952,0.26145476102829
954,0.961935106664896
963,0.486556768417358
975,0.355952262878418
979,0.355524778366089
981,0.476873993873596
983,0.111409962177277
985,0.578062444925308
989,0.62967637181282
995,0.420646011829376
998,0.383379459381104
1008,0.162079036235809
1019,0.532916516065598
1023,0.414402484893799
1026,0.25138121843338
1029,0.763683870434761
1034,0.902807749807835
1036,0.764677584171295
1038,0.316516935825348
1039,0.566778838634491
1051,0.344736337661743
1052,0.172206044197083
1066,0.17106431722641
1087,0.297705411911011
1092,0.269340813159943
1094,0.790541723370552
1098,0.388742327690125
1099,0.521349191665649
1102,0.226352691650391
1118,0.472860932350159
1131,0.239306688308716
1133,0.7387855052948
1135,0.964086346328259
1138,0.543463587760925
1139,0.873578652739525
1142,0.23268860578537
1151,0.374818086624146
1152,0.316529750823975
1155,0.577420055866241
1165,0.267216563224792
1167,0.911954961717129
1172,0.39761608839035
1174,0.719901293516159
1180,0.538321793079376
1200,0.406860411167145
1202,0.506325840950012
1227,0.634477436542511
1228,0.475780069828033
1229,0.218483507633209
1237,0.466129243373871
1241,0.42606794834137
1256,0.175001919269562
1279,0.432793319225311
1293,0.168173551559448
1295,0.26215273141861
1319,0.75178724527359
1320,0.284096479415894
1321,0.858892291784286
1322,0.601538926362991
1334,0.5415278673172
1351,0.752207934856415
1373,0.605981945991516
1375,0.289298832416534
1380,0.485286176204681
1382,0.761974424123764
1385,0.494449198246002
1399,0.343784034252167
1403,0.935949444770813
1428,0.257963895797729
1434,0.421978294849396
1444,0.957237873226404
1448,0.308395564556122
1466,0.9283137768507
1476,0.373283684253693
1478,0.3635014295578
1485,0.451617956161499
1491,0.521224796772003
1494,0.730355590581894
1500,0.256822466850281
1501,0.725361913442612
1503,0.467471957206726
1519,0.507307499647141
1524,0.32996129989624
1529,0.795302033424377
1533,0.592812716960907
1538,0.979451214894652
1539,0.553546100854874
1546,0.5037901699543
1555,0.377013564109802
1559,0.322181046009064
1563,0.843957960605621
1565,0.814717531204224
1574,0.254464209079742
1591,0.337199449539185
1594,0.193860471248627
1605,0.174520313739777
1611,0.608674198389053
1614,0.380005359649658
1620,0.496467471122742
1626,0.202396512031555
1630,0.385314702987671
1632,0.463615655899048
1634,0.396665155887604
1643,0.287249326705933
1651,0.55841800570488
1655,0.318257331848145
1658,0.322204530239105
1659,0.472765922546387
1665,0.445031225681305
1675,0.355880081653595
1680,0.607162117958069
1690,0.359642744064331
1696,0.332847893238068
1714,0.24666953086853
1721,0.366022646427155
1726,0.297749280929565
1728,0.223158657550812
1734,0.242121398448944
1735,0.357934653759003
1740,0.509405076503754
1744,0.905593954026699
1747,0.415862202644348
1752,0.269698262214661
1763,0.677372992038727
1765,0.709280073642731
1769,0.352092981338501
1785,0.727213770151138
1787,0.335860848426819
1788,0.32742166519165
1793,0.279687881469727
1800,0.382700860500336
1825,0.406235337257385
1826,0.68972983956337
1834,0.195762455463409
1843,0.492144882678986
1844,0.394761681556702
1848,0.307214081287384
1849,0.239414274692535
1860,0.395314991474152
1863,0.316070973873138
1875,0.588101327419281
1883,0.370367467403412
1890,0.240533947944641
1892,0.240347564220428
1893,0.431799232959747
1897,0.252888798713684
1905,0.44080376625061
1908,0.649961531162262
1931,0.245874881744385
1940,0.812112629413605
1943,0.402359306812286
1947,0.12883049249649
1965,0.634170204401016
1967,0.570927977561951
1968,0.428432047367096
1972,0.773327574133873
1982,0.354344666004181
1985,0.300774395465851
2005,0.910165771842003
2010,0.911067709326744
2021,0.352263331413269
2024,0.890806704759598
2036,0.265433549880981
2043,0.719534307718277
2047,0.557527214288712
2049,0.458404779434204
2055,0.406895160675049
2065,0.437005579471588
2066,0.18055647611618
2070,0.236003994941711
2077,0.922856710851192
2085,0.619697004556656
2095,0.635941326618195
2097,0.607865333557129
2108,0.439718902111053
2112,0.640374213457108
2113,0.679305762052536
2122,0.112112700939178
2139,0.486089944839478
2144,0.507550805807114
2146,0.295845210552216
2148,0.130865335464478
2149,0.72232112288475
2157,0.131328284740448
2159,0.304951727390289
2168,0.383160948753357
2176,0.423587381839752
2178,0.582859873771667
2181,0.231792032718658
2187,0.850258901715279
2188,0.286893665790558
2190,0.191911697387695
2194,0.354051887989044
2197,0.21628075838089
2214,0.407248437404633
2217,0.112310767173767
2222,0.61224102973938
2223,0.120825231075287
2226,0.249576330184937
2230,0.698946475982666
2240,0.284029960632324
2247,0.365357875823975
2250,0.395252525806427
2259,0.49469792842865
2262,0.380490243434906
2266,0.318740844726562
2305,0.29864513874054
2310,0.338092923164368
2313,0.433953881263733
2319,0.945712864398956
2320,0.820388481020927
2345,0.357485592365265
2350,0.739279359579086
2356,0.467411458492279
2360,0.714889407157898
2370,0.425088047981262
2386,0.397997975349426
2398,0.221997201442719
2414,0.605972468852997
2435,0.778791606426239
2439,0.295615613460541
2446,0.776344731450081
2458,0.271312892436981
2465,0.197829008102417
2466,0.399161756038666
2470,0.378172993659973
2495,0.57259002327919
2501,0.353398025035858
2507,0.299718856811523
2533,0.045073390007019
2537,0.466882407665253
2538,0.332360804080963
2541,0.286464929580688
2542,0.784939959645271
2544,0.852101609110832
2554,0.204017817974091
2555,0.178471565246582
2565,0.582012921571732
2575,0.885765045881271
2586,0.422215282917023
2588,0.454757213592529
2594,0.683121979236603
2617,0.510685175657272
2618,0.264358937740326
2623,0.966565761715174
2631,0.482823193073273
2640,0.229605853557587
2642,0.751787602901459
2647,0.462084114551544
2663,0.56337958574295
2664,0.385232985019684
2676,0.357266783714294
2680,0.945610299706459
2681,0.33204048871994
2691,0.244036614894867
2693,0.505002200603485
2695,0.432225108146667
2704,0.155497074127197
2708,0.176441252231598
2709,0.961150579154491
2717,0.843212112784386
2722,0.445017635822296
2728,0.287790536880493
2732,0.723373025655746
2743,0.299951016902924
2752,0.292341470718384
2757,0.737271934747696
2761,0.270820260047913
2769,0.175256431102753
2771,0.283523976802826
2774,0.409995496273041
2776,0.317761898040771
2781,0.283988654613495
2793,0.385048091411591
2799,0.616985440254211
2803,0.492745637893677
2811,0.405248165130615
2818,0.248898208141327
2824,0.551677644252777
2828,0.829378575086594
2829,0.323330342769623
2830,0.332764208316803
2842,0.575531035661697
2847,0.744750380516052
2848,0.31938624382019
2868,0.444929718971252
2870,0.222103774547577
2885,0.173419952392578
2886,0.381839215755463
2889,0.441930830478668
2903,0.377261638641357
2904,0.630908519029617
2918,0.858588546514511
2919,0.408447504043579
2922,0.34909325838089
2923,0.317492306232452
2931,0.249317109584808
2945,0.328708589076996
2955,0.421009838581085
2957,0.679252684116364
2960,0.742877781391144
2963,0.411425054073334
2966,0.887250013649464
2972,0.644369870424271
2974,0.387231409549713
2982,0.351587891578674
2984,0.470138728618622
3016,0.329313337802887
3021,0.383290469646454
3023,0.862627103924751
3025,0.317978858947754
3029,0.353687167167664
3034,0.636332303285599
3038,0.27659147977829
3040,0.555729359388351
3051,0.822584927082062
3062,0.288932621479034
3069,0.379704117774963
